k_features,compound,model_family,strategy,omics_layer,fold,n_train,n_test,pearson,spearman,rmse,mae,r2
250,CAY10618,RidgeSelectK,single_omics,expr,1,293,74,0.2860148613217465,0.2915238172891271,0.18340121784506802,0.14080035021389173,-0.011878107996299958
250,CAY10618,RidgeSelectK,single_omics,expr,2,293,74,0.525005251039668,0.5881229174379857,0.16318202870875798,0.12982584897229635,0.23926600504770912
250,CAY10618,RidgeSelectK,single_omics,expr,3,294,73,0.5024147791946996,0.5178488787136708,0.16485267414271848,0.13152927637689013,0.24676609424886575
250,CAY10618,RidgeSelectK,single_omics,expr,4,294,73,0.37002350501338144,0.30661483401209433,0.1551282842503623,0.11976207554356583,0.1266670948525408
250,CAY10618,RidgeSelectK,single_omics,expr,5,294,73,0.6109870165700524,0.5808651116870296,0.14551448098925407,0.11287427940246056,0.35883192137270403
500,CAY10618,RidgeSelectK,single_omics,expr,1,293,74,0.27412619464373844,0.30387488986312416,0.18509789064683693,0.14021577039811528,-0.030686787627314915
500,CAY10618,RidgeSelectK,single_omics,expr,2,293,74,0.47791119313115316,0.5241466123657903,0.1679556443445858,0.1310334384275334,0.19410701632602667
500,CAY10618,RidgeSelectK,single_omics,expr,3,294,73,0.49852051626489224,0.5238962083268667,0.16482908096762874,0.1314114032359869,0.2469816795626958
500,CAY10618,RidgeSelectK,single_omics,expr,4,294,73,0.3793490034410739,0.31229174379859315,0.1544444787101046,0.1204637115117839,0.1343494291901307
500,CAY10618,RidgeSelectK,single_omics,expr,5,294,73,0.6048632892846242,0.6005183265457239,0.14549668537829197,0.11381978662585539,0.3589887343568503
1000,CAY10618,RidgeSelectK,single_omics,expr,1,293,74,0.28661682383339077,0.32632600020146885,0.1851259521380949,0.14150582746594184,-0.030999322800613793
1000,CAY10618,RidgeSelectK,single_omics,expr,2,293,74,0.4833558237935891,0.5230803406145871,0.1683410302246106,0.1324028492809293,0.19040441851984446
1000,CAY10618,RidgeSelectK,single_omics,expr,3,294,73,0.45458653204977334,0.4747462283583921,0.16946855005057257,0.133441668357475,0.2039944504512763
1000,CAY10618,RidgeSelectK,single_omics,expr,4,294,73,0.3866577718383929,0.33879427372578064,0.15431762674629598,0.12173821090373352,0.13577083810223367
1000,CAY10618,RidgeSelectK,single_omics,expr,5,294,73,0.5588552363795344,0.5267802048623967,0.15078482823322323,0.11839507581181899,0.3115462747543253
250,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,293,74,0.2831017836209924,0.28645898896741606,0.18386547717214258,0.14144995237690436,-0.017007500751330396
250,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,293,74,0.525786279759326,0.5879748241392075,0.1631903223332577,0.12984590858949532,0.23918867542409938
250,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,294,73,0.5024147791946996,0.5178488787136708,0.16485267414271848,0.13152927637689013,0.24676609424886575
250,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,294,73,0.37002350501338144,0.30661483401209433,0.1551282842503623,0.11976207554356583,0.1266670948525408
250,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,294,73,0.6109870165700524,0.5808651116870296,0.14551448098925407,0.11287427940246056,0.35883192137270403
500,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,293,74,0.2741907685539574,0.30464498071905677,0.18540345801773495,0.14010425943116164,-0.03409259860021718
500,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,293,74,0.47214988128104945,0.5076490188818955,0.1688617502109484,0.1324265322918666,0.18538811782175457
500,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,294,73,0.49985825840318665,0.522014131253372,0.16469866673614333,0.1311533724032777,0.24817279771877598
500,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,294,73,0.38163630958697614,0.3177835369616192,0.1542351208925968,0.12048319603262886,0.13669471057201987
500,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,294,73,0.6055021233412778,0.6066580278909047,0.14539354162400336,0.11357518487402812,0.35989724815728663
1000,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,293,74,0.2889321316964342,0.3342194314747787,0.18442888175386796,0.1403614242694498,-0.023249722766155223
1000,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,293,74,0.4654182125178819,0.4882191780821917,0.17092660866916318,0.13443817928012877,0.16534399981910908
1000,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,294,73,0.4600638877548562,0.48100953402920216,0.1688726148987142,0.13316878249150768,0.20958290485567543
1000,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,294,73,0.39913708805228515,0.3549611255090708,0.15314857118839093,0.12166563397765948,0.14881542631056877
1000,CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,294,73,0.558318556747478,0.5375478217943972,0.15081373029020048,0.11871651302682357,0.311282327300198
250,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,1,293,74,0.28017994785432554,0.2918200060798704,0.18322521535547054,0.14194899195492475,-0.009936925554558051
250,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,2,293,74,0.5411999479789682,0.593543132173269,0.16116563184242855,0.1286600855918668,0.25795022415477487
250,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,3,294,73,0.4990057238405906,0.520903397242785,0.1652569641924995,0.13123330195369368,0.2430670534137246
250,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,4,294,73,0.3715377315766214,0.29883993582623725,0.15482066369465866,0.12033567706421774,0.1301273120823837
250,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,5,294,73,0.5781716129260321,0.5581883253116131,0.14917487779836697,0.1156351379063907,0.3261692211534567
500,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,1,293,74,0.27999731174193654,0.31637405683249287,0.1843120973023124,0.140902039215268,-0.021954244296330083
500,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,2,293,74,0.46308581706310525,0.4863828211773416,0.16872143330905806,0.1315618010362048,0.18674137070008046
500,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,3,294,73,0.49735346409790276,0.5195766871745839,0.1653372832476761,0.12931854574874926,0.24233109758120686
500,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,4,294,73,0.35966072113430925,0.3014932740960139,0.15615852553412782,0.1247351545171759,0.11502858139906458
500,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,5,294,73,0.5791656991151415,0.5699432309021352,0.14869985312932016,0.11490954079761967,0.3304538113538573
1000,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,1,293,74,0.2771493259436142,0.33210168162096393,0.18318718699216835,0.14131564330559063,-0.009517744574063292
1000,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,2,293,74,0.40999314577250207,0.44118474639022576,0.17400416612337039,0.13374258122706986,0.13501722118038084
1000,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,3,294,73,0.41293051671305203,0.43676529594082014,0.1734601386027457,0.13844938869186033,0.16605531279713137
1000,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,4,294,73,0.32784293363288186,0.284832777983463,0.15945512561332434,0.1266351977718289,0.07726963309087853
1000,CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,5,294,73,0.5422893695674473,0.5273972602739726,0.1527601035075314,0.1189987704660348,0.2933906968902509
250,CAY10618,RidgeSelectK,early_fusion,multiomics,1,293,74,0.28017994785432554,0.2918200060798704,0.18322521535547054,0.14194899195492475,-0.009936925554558051
250,CAY10618,RidgeSelectK,early_fusion,multiomics,2,293,74,0.5411999479789682,0.593543132173269,0.16116563184242855,0.1286600855918668,0.25795022415477487
250,CAY10618,RidgeSelectK,early_fusion,multiomics,3,294,73,0.4990057238405906,0.520903397242785,0.1652569641924995,0.13123330195369368,0.2430670534137246
250,CAY10618,RidgeSelectK,early_fusion,multiomics,4,294,73,0.3715377315766214,0.29883993582623725,0.15482066369465866,0.12033567706421774,0.1301273120823837
250,CAY10618,RidgeSelectK,early_fusion,multiomics,5,294,73,0.5781716129260321,0.5581883253116131,0.14917487779836697,0.1156351379063907,0.3261692211534567
500,CAY10618,RidgeSelectK,early_fusion,multiomics,1,293,74,0.13927979924049227,0.23184177595434516,0.20580461161207553,0.15455697225689496,-0.2741893587601276
500,CAY10618,RidgeSelectK,early_fusion,multiomics,2,293,74,0.4075079214558983,0.4990299888930025,0.17640194466346265,0.13289496610834917,0.11101403420164302
500,CAY10618,RidgeSelectK,early_fusion,multiomics,3,294,73,0.48735698902404284,0.5171083893732795,0.16626376295001383,0.12999488130504722,0.2338159992153116
500,CAY10618,RidgeSelectK,early_fusion,multiomics,4,294,73,0.3547703850901777,0.3021720350487474,0.15607363205679253,0.12276654820959627,0.11599052541802102
500,CAY10618,RidgeSelectK,early_fusion,multiomics,5,294,73,0.5822089713769585,0.5678760952733556,0.14808649848272606,0.11480909155572094,0.3359658854609877
1000,CAY10618,RidgeSelectK,early_fusion,multiomics,1,293,74,0.1551232229091902,0.29849906331113263,0.21016669342174182,0.15615917736448526,-0.3287753182716817
1000,CAY10618,RidgeSelectK,early_fusion,multiomics,2,293,74,0.26776229244258376,0.35306923361717873,0.18876195370258944,0.13983913614941637,-0.0179280812577145
1000,CAY10618,RidgeSelectK,early_fusion,multiomics,3,294,73,0.41804011013609077,0.46487303715317435,0.1730576575158119,0.13863285829507302,0.16992084137961128
1000,CAY10618,RidgeSelectK,early_fusion,multiomics,4,294,73,0.37486643331610525,0.3361717882265828,0.15497250909337776,0.12304036338376234,0.12842016349022356
1000,CAY10618,RidgeSelectK,early_fusion,multiomics,5,294,73,0.5037240029445635,0.51283475256078,0.1572803128071301,0.1229930127264976,0.2509545133726335
250,Parbendazole,RidgeSelectK,single_omics,expr,1,284,72,0.5847670133353557,0.4849737115897263,0.1637856000246826,0.1314549148930595,0.3320612815506867
250,Parbendazole,RidgeSelectK,single_omics,expr,2,285,71,0.572324027696433,0.5155475817382867,0.15654868902555139,0.13269082777949226,0.28692527458403394
250,Parbendazole,RidgeSelectK,single_omics,expr,3,285,71,0.621697535548108,0.5316566063044935,0.1356238320441363,0.1052193462455058,0.3689092142781214
250,Parbendazole,RidgeSelectK,single_omics,expr,4,285,71,0.6361757961346158,0.6266474399043401,0.14269381521561172,0.11115632256649668,0.40221713036364026
250,Parbendazole,RidgeSelectK,single_omics,expr,5,285,71,0.732668756211428,0.6159959758551307,0.12891920089869957,0.10513932303243115,0.5159699814004016
500,Parbendazole,RidgeSelectK,single_omics,expr,1,284,72,0.6027071429555442,0.5257191572038759,0.16127696542125383,0.12851815838955738,0.3523656531898519
500,Parbendazole,RidgeSelectK,single_omics,expr,2,285,71,0.5721756830746976,0.5138708406522026,0.1577595104860984,0.13225444223890456,0.2758521039124664
500,Parbendazole,RidgeSelectK,single_omics,expr,3,285,71,0.5833855450995307,0.5087525150905432,0.14222085440092658,0.11422680370567494,0.30602091233142525
500,Parbendazole,RidgeSelectK,single_omics,expr,4,285,71,0.6383030523662845,0.611489319234493,0.1421309673262203,0.10863849050317324,0.40692367283556086
500,Parbendazole,RidgeSelectK,single_omics,expr,5,285,71,0.7417681242905576,0.6635814889336015,0.12737432127200296,0.1026214556427623,0.5275010448596282
1000,Parbendazole,RidgeSelectK,single_omics,expr,1,284,72,0.6193491149867454,0.5589393981821051,0.15854859887094622,0.12697138291716722,0.37409271891359264
1000,Parbendazole,RidgeSelectK,single_omics,expr,2,285,71,0.5726599880157989,0.5534754651055096,0.1591966177618416,0.132278351842272,0.2625987890892575
1000,Parbendazole,RidgeSelectK,single_omics,expr,3,285,71,0.5636438059667916,0.4934607645875251,0.14404824481787945,0.11228169377059848,0.28807251680509094
1000,Parbendazole,RidgeSelectK,single_omics,expr,4,285,71,0.6162975240686228,0.5848284654014657,0.14552285478489327,0.11061349126129841,0.3782789417920356
1000,Parbendazole,RidgeSelectK,single_omics,expr,5,285,71,0.7432348601754108,0.686787391012743,0.12577956728407533,0.09881378817402707,0.5392585556604279
250,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,284,72,0.5853719267221308,0.4858741634265031,0.16371037178916564,0.13140915938434444,0.33267472145705534
250,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,285,71,0.5720594047112899,0.5150445594124614,0.15660051378256273,0.1327922926490002,0.28645307591551095
250,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,285,71,0.6195301655822528,0.5379275653923541,0.13595455877966084,0.10542699290977708,0.36582755704205605
250,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,285,71,0.6388467371878439,0.622455481754493,0.14232643012256382,0.11080758680543872,0.40529131824215137
250,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,285,71,0.7327375816358979,0.6169014084507043,0.12889035368826682,0.10513081067770531,0.516186572156789
500,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,284,72,0.6030281538265551,0.5227766092372661,0.16122742501454826,0.1285735145443988,0.35276346748560494
500,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,285,71,0.5735983442524021,0.5134181205589599,0.15740943179653136,0.13205993819563103,0.27906240127553616
500,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,285,71,0.5860179096155211,0.5136150234741783,0.1416882948351997,0.1134965803493529,0.3112085232422479
500,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,285,71,0.6338599254673472,0.6087393946881934,0.1427854743402441,0.10914953863485112,0.4014489141333416
500,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,285,71,0.7415478820011282,0.6602280348759222,0.12741743698274163,0.10278549269748834,0.5271811126156147
1000,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,284,72,0.6130509513035156,0.5533919716876768,0.15945052633324186,0.1277582151607485,0.3669513293783394
1000,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,285,71,0.5709548120531204,0.5413861618748431,0.15938761700649534,0.1322855404171506,0.2608283046922444
1000,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,285,71,0.5612738784231065,0.4930583501006036,0.14435962720439285,0.11245073964553301,0.2849913091373961
1000,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,285,71,0.6059577181593916,0.5711123783351659,0.14712401985043289,0.11141110321456774,0.36452227677225946
1000,Parbendazole,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,285,71,0.7394917102123235,0.6845405767940979,0.12644293332930315,0.09888442728056743,0.5343858054148198
250,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,1,284,72,0.5858363863516212,0.4840411007587789,0.16381101339053547,0.13111399977087532,0.3318539875282057
250,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,2,285,71,0.5707751684174162,0.5042798816398013,0.15653763187267705,0.13303681409914844,0.287026001046223
250,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,3,285,71,0.6132737618521356,0.5297786720321931,0.1367840894859657,0.10518606111793537,0.3580651043328018
250,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,4,285,71,0.6482455839857275,0.6447566991116795,0.1407219542109094,0.10861399263922442,0.4186242927060537
250,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,5,285,71,0.725210749667244,0.6163648558014755,0.13022511408834692,0.10665818108725905,0.5061141541905168
500,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,1,284,72,0.5789825531895956,0.502821953354409,0.16418407376054622,0.13111770442367213,0.32880727385116515
500,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,2,285,71,0.5662209081766607,0.49748908024116056,0.15729148546403038,0.13425180788284044,0.2801423885125507
500,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,3,285,71,0.6100283377893808,0.53682092555332,0.13657953558329053,0.10739368103075699,0.359983633082961
500,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,4,285,71,0.6314463831150448,0.6131325668292331,0.14311689758197776,0.1078108473758611,0.39866706300349075
500,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,5,285,71,0.7451240437630402,0.6835010060362173,0.1269695450975636,0.10212427747138651,0.5304993325186869
1000,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,1,284,72,0.5448108564829345,0.4451126383152681,0.16848643611311112,0.13541698029503138,0.2931698358079601
1000,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,2,285,71,0.4880025057511538,0.42413165772498,0.169278467526094,0.14132711272507392,0.16624277449599234
1000,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,3,285,71,0.5700590477892107,0.4874580818242789,0.14207437823930388,0.11254941971515471,0.30744966266503226
1000,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,4,285,71,0.6078321159039684,0.6026694392872148,0.14692411304841668,0.1102028990591638,0.3662480318644845
1000,Parbendazole,RidgeSelectK,signal_fusion,signal_multiomics,5,285,71,0.7168552963597663,0.6520456069751843,0.1308698031959959,0.10421943638288964,0.5012120127583153
250,Parbendazole,RidgeSelectK,early_fusion,multiomics,1,284,72,0.5858363863516212,0.4840411007587789,0.16381101339053547,0.13111399977087532,0.3318539875282057
250,Parbendazole,RidgeSelectK,early_fusion,multiomics,2,285,71,0.5707751684174162,0.5042798816398013,0.15653763187267705,0.13303681409914844,0.287026001046223
250,Parbendazole,RidgeSelectK,early_fusion,multiomics,3,285,71,0.6132737618521356,0.5297786720321931,0.1367840894859657,0.10518606111793537,0.3580651043328018
250,Parbendazole,RidgeSelectK,early_fusion,multiomics,4,285,71,0.6482455839857275,0.6447566991116795,0.1407219542109094,0.10861399263922442,0.4186242927060537
250,Parbendazole,RidgeSelectK,early_fusion,multiomics,5,285,71,0.725210749667244,0.6163648558014755,0.13022511408834692,0.10665818108725905,0.5061141541905168
500,Parbendazole,RidgeSelectK,early_fusion,multiomics,1,284,72,0.5834670285554162,0.4979337862404779,0.16327295899753003,0.1301376282937061,0.3362359699590788
500,Parbendazole,RidgeSelectK,early_fusion,multiomics,2,285,71,0.49172418054761424,0.5020498159953095,0.1702523989167521,0.1384625460112077,0.15662125202095367
500,Parbendazole,RidgeSelectK,early_fusion,multiomics,3,285,71,0.6093571056234857,0.5417840375586853,0.13657776057517834,0.10747115500275013,0.3600002684720962
500,Parbendazole,RidgeSelectK,early_fusion,multiomics,4,285,71,0.6255626357913846,0.6049834001859304,0.14400016398234194,0.10729071624083714,0.39122173429373674
500,Parbendazole,RidgeSelectK,early_fusion,multiomics,5,285,71,0.7445332355095297,0.6745137491616365,0.12708260405059643,0.10269612348973929,0.5296628344947129
1000,Parbendazole,RidgeSelectK,early_fusion,multiomics,1,284,72,0.504849159765629,0.43681561781925343,0.17333399916164677,0.13767678739666683,0.2519119778816945
1000,Parbendazole,RidgeSelectK,early_fusion,multiomics,2,285,71,0.4345842908490674,0.40892361607419697,0.17744176072941148,0.14615117912889555,0.08388952342804756
1000,Parbendazole,RidgeSelectK,early_fusion,multiomics,3,285,71,0.5652725583905941,0.5020456069751844,0.14284313629167433,0.11226791444493117,0.29993466860096674
1000,Parbendazole,RidgeSelectK,early_fusion,multiomics,4,285,71,0.602010599850763,0.5974043398510068,0.14754891352083976,0.11241993498143951,0.36084646153544575
1000,Parbendazole,RidgeSelectK,early_fusion,multiomics,5,285,71,0.6372346621798701,0.6126760563380281,0.14297503778359033,0.11246991993521446,0.40467033089556526
250,Clofarabine,RidgeSelectK,single_omics,expr,1,264,66,0.7547089293111526,0.558751696065129,0.14395946334698737,0.11329221033711177,0.5376176741239653
250,Clofarabine,RidgeSelectK,single_omics,expr,2,264,66,0.6677730429156689,0.6743416589623022,0.1475924339885246,0.11288324218744455,0.4235667619852841
250,Clofarabine,RidgeSelectK,single_omics,expr,3,264,66,0.6191694706008986,0.5721114706189334,0.14115771163675125,0.1153556013313918,0.37870443787060193
250,Clofarabine,RidgeSelectK,single_omics,expr,4,264,66,0.729138044445651,0.6165167113905229,0.15072695691903482,0.11530953953608788,0.529793858169652
250,Clofarabine,RidgeSelectK,single_omics,expr,5,264,66,0.6749095509187032,0.5773152835643087,0.1425565788498674,0.11461643355410511,0.42857231391921613
500,Clofarabine,RidgeSelectK,single_omics,expr,1,264,66,0.7533707735589993,0.5496920989458304,0.14279549072552164,0.1117763320081746,0.5450645562905053
500,Clofarabine,RidgeSelectK,single_omics,expr,2,264,66,0.6293111807961524,0.5611998873062942,0.1534582939555748,0.11686611044801451,0.37683714752500896
500,Clofarabine,RidgeSelectK,single_omics,expr,3,264,66,0.5897892588602086,0.4975472288905126,0.1449276877531139,0.1143912314920173,0.3450747121189547
500,Clofarabine,RidgeSelectK,single_omics,expr,4,264,66,0.7506269654139615,0.6707930615620381,0.14575549607534205,0.11025135285543541,0.5603001523330776
500,Clofarabine,RidgeSelectK,single_omics,expr,5,264,66,0.6310370497642525,0.5076767318586921,0.14816163042041708,0.11695992652064272,0.38275405339616886
1000,Clofarabine,RidgeSelectK,single_omics,expr,1,264,66,0.7406195515641334,0.5800855860557353,0.14590904028356622,0.11347071793180068,0.5250092097888668
1000,Clofarabine,RidgeSelectK,single_omics,expr,2,264,66,0.6274013593605806,0.5891513323703893,0.15407430286443796,0.12136307429790484,0.3718241328758345
1000,Clofarabine,RidgeSelectK,single_omics,expr,3,264,66,0.6224593798324449,0.5339943638451102,0.14160628529310124,0.11693235442677793,0.3747494340274805
1000,Clofarabine,RidgeSelectK,single_omics,expr,4,264,66,0.732866590012417,0.6505438078442035,0.15030576223735417,0.11474489565437848,0.5324180949353006
1000,Clofarabine,RidgeSelectK,single_omics,expr,5,264,66,0.6373312263941425,0.49703055039290533,0.14580007589316582,0.11950853109359633,0.4022738589421484
250,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,264,66,0.7553594163377516,0.5623003861809833,0.1437832830080402,0.11307120511982775,0.5387487262300932
250,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,264,66,0.6651007987893625,0.6646557213149982,0.14810364623712918,0.11361065764419111,0.41956669150425085
250,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,264,66,0.6274991620776098,0.5803360818286192,0.13985958425805278,0.11393997788623524,0.390079123253408
250,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,264,66,0.729079433970385,0.6177274915097335,0.15072333994693812,0.11490379424748039,0.5298164248308976
250,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,264,66,0.6726469442127001,0.5765011638051604,0.1432793603562731,0.11457111247664849,0.4227631903477519
500,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,264,66,0.7519237940817323,0.5498590961277529,0.14304295499861014,0.11203778820850914,0.5434863857336183
500,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,264,66,0.6285231449495823,0.5601352691597157,0.15354344617098856,0.11695870601982773,0.376145384071934
500,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,264,66,0.5874489257403579,0.492286817659952,0.1452208225190951,0.11472324673112565,0.34242269265457503
500,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,264,66,0.7507293930209162,0.6715028292181271,0.14567883348892252,0.11015893255941245,0.5607625659461577
500,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,264,66,0.6310568150715381,0.508887474064605,0.1481727862752918,0.1168048568291735,0.38266109862210884
1000,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,264,66,0.7423034428114441,0.5820060536478449,0.14547249594465872,0.11313902094795501,0.5278472018519417
1000,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,264,66,0.6283782498644868,0.5874813431208541,0.1539693011831818,0.12121074453943693,0.37268004518866227
1000,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,264,66,0.6129889932637841,0.5267299864314791,0.1428267280417871,0.11807318399228918,0.3639254673468252
1000,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,264,66,0.7334092158030662,0.6492495256478059,0.15015412153482963,0.11457505258584849,0.5333610884762499
1000,Clofarabine,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,264,66,0.638362244283702,0.4953605611433701,0.1456742882925413,0.12013378226999279,0.4033047788977956
250,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,1,264,66,0.7319217265575337,0.5244755244755245,0.1511859418648724,0.11837466114759024,0.4900311997351514
250,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,2,264,66,0.6683656906356745,0.62699746373798,0.1474256187361354,0.11382138345666025,0.42486904439416495
250,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,3,264,66,0.6169797053629484,0.5534495355390879,0.14150950745998242,0.11701808080277318,0.3756037706486054
250,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,4,264,66,0.7355973279683968,0.6291255250457518,0.149049502998322,0.11360125134418055,0.5402015532759848
250,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,5,264,66,0.6663495348654322,0.5753321713304856,0.14461238964120587,0.11327003389169824,0.41197234024522267
500,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,1,264,66,0.6955271894394889,0.4224402463208434,0.1573194151545409,0.1230027888934803,0.44781394633639393
500,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,2,264,66,0.6137738520154603,0.49062196664781416,0.15666429677549304,0.12359553075272232,0.35052731227589307
500,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,3,264,66,0.5665135400474687,0.45684166579688984,0.14826368507404364,0.1217441012598121,0.31457709461670336
500,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,4,264,66,0.7431600769355696,0.6565977084402571,0.1472553120916615,0.10978231920769482,0.5512046212426672
500,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,5,264,66,0.6353981147060966,0.5194710309335342,0.14772099850922246,0.11362572411436825,0.3864199664857867
1000,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,1,264,66,0.710818241697641,0.44945204049681664,0.15353110552411675,0.1204523790538071,0.47408744171492834
1000,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,2,264,66,0.6120352021612472,0.45834942440054693,0.15690812041169186,0.12193717309245096,0.34850413246446355
1000,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,3,264,66,0.5474502614961272,0.44928504331489416,0.1501049034647677,0.12195940723082578,0.29744748612534466
1000,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,4,264,66,0.7327185744128207,0.6396050357327135,0.1505368742819244,0.11661271708121873,0.5309790697294061
1000,Clofarabine,RidgeSelectK,signal_fusion,signal_multiomics,5,264,66,0.6173861542249328,0.49143608640696257,0.14851810511505828,0.11876168067742142,0.37978031104122445
250,Clofarabine,RidgeSelectK,early_fusion,multiomics,1,264,66,0.7319217265575337,0.5244755244755245,0.1511859418648724,0.11837466114759024,0.4900311997351514
250,Clofarabine,RidgeSelectK,early_fusion,multiomics,2,264,66,0.6743184240658799,0.6489160726381291,0.14687485177194537,0.11355003903014284,0.4291582776480145
250,Clofarabine,RidgeSelectK,early_fusion,multiomics,3,264,66,0.6169797053629484,0.5534495355390879,0.14150950745998242,0.11701808080277318,0.3756037706486054
250,Clofarabine,RidgeSelectK,early_fusion,multiomics,4,264,66,0.7355973279683968,0.6291255250457518,0.149049502998322,0.11360125134418055,0.5402015532759848
250,Clofarabine,RidgeSelectK,early_fusion,multiomics,5,264,66,0.6663495348654322,0.5753321713304856,0.14461238964120587,0.11327003389169824,0.41197234024522267
